19840809, 1200, , DB,  9.4N,  133.6E,   20, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840809, 1800, , DB,  9.9N,  131.5E,   20, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840810, 0000, , DB, 10.7N,  130.2E,   20, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840810, 0600, , DB, 11.9N,  129.5E,   20, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840810, 1200, , DB, 13.4N,  129.6E,   20, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840810, 1800, , DB, 14.9N,  129.9E,   20, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840811, 0000, , DB, 16.0N,  129.9E,   25, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840811, 0600, , TD, 17.1N,  129.6E,   25, 1003, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840811, 1200, , TD, 17.9N,  129.2E,   30, 1000, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840811, 1800, , TD, 18.6N,  128.6E,   30, 1001, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840812, 0000, , TD, 19.2N,  127.8E,   25, 1003, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840812, 0600, , TD, 19.7N,  127.0E,   25, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840812, 1200, , TD, 20.2N,  125.7E,   25, 1003, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840812, 1800, , TD, 20.5N,  124.5E,   25, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840813, 0000, , TD, 20.5N,  123.0E,   25, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840813, 0600, , TD, 20.2N,  121.6E,   25, 1003, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840813, 1200, , TD, 19.7N,  120.1E,   25, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840813, 1800, , TD, 18.8N,  118.9E,   25, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840814, 0000, , DB, 18.0N,  117.1E,   30, 1001, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
