WP, 97, 2013082900,   , BEST,   0,  292N, 1691E,  25, 1008, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013082906,   , BEST,   0,  290N, 1692E,  25, 1006, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013082912,   , BEST,   0,  289N, 1692E,  25, 1006, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013082918,   , BEST,   0,  287N, 1693E,  25, 1004, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083000,   , BEST,   0,  285N, 1694E,  25, 1004, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083006,   , BEST,   0,  281N, 1696E,  25, 1004, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083012,   , BEST,   0,  277N, 1704E,  25, 1002, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083018,   , BEST,   0,  281N, 1714E,  25, 1002, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083100,   , BEST,   0,  288N, 1726E,  30, 1000, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083106,   , BEST,   0,  300N, 1736E,  35, 998, TS,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083112,   , BEST,   0,  311N, 1746E,  35, 999, TS,   0,    ,    0,    0,    0,    0,
WP, 97, 2013083118,   , BEST,   0,  320N, 1755E,  35, 1000, TS,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090100,   , BEST,   0,  325N, 1762E,  35, 1001, TS,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090106,   , BEST,   0,  335N, 1766E,  35, 1002, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090112,   , BEST,   0,  336N, 1768E,  35, 1003, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090118,   , BEST,   0,  337N, 1769E,  35, 1003, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090200,   , BEST,   0,  337N, 1770E,  30, 1004, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090206,   , BEST,   0,  337N, 1772E,  30, 1003, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090212,   , BEST,   0,  335N, 1773E,  30, 1004, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090218,   , BEST,   0,  334N, 1774E,  30, 1004, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090300,   , BEST,   0,  331N, 1773E,  30, 1006, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090306,   , BEST,   0,  328N, 1772E,  25, 1006, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090312,   , BEST,   0,  323N, 1770E,  25, 1006, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090318,   , BEST,   0,  322N, 1767E,  25, 1007, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090400,   , BEST,   0,  321N, 1763E,  25, 1008, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090406,   , BEST,   0,  318N, 1756E,  20, 1008, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090412,   , BEST,   0,  316N, 1748E,  20, 1009, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090418,   , BEST,   0,  313N, 1737E,  20, 1011, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090500,   , BEST,   0,  311N, 1730E,  20, 1012, DB,   0,    ,    0,    0,    0,    0,
WP, 97, 2013090506,   , BEST,   0,  310N, 1720E,  20, 1012, DB,   0,    ,    0,    0,    0,    0,
