SH, 18, 2002030500,   , BEST,   0, 101S,  666E,  30, 1005, DB,   0,    ,    0,    0,    0,    0, 
SH, 18, 2002030506,   , BEST,   0, 104S,  661E,  30, 1004, DB,  35, NEQ,    0,    0,    0,    0, 1008,  130,  45,   0,   0, 
SH, 18, 2002030512,   , BEST,   0, 107S,  656E,  30, 1003, TD,  35, NEQ,    0,    0,    0,    0, 1008,  130,  45,   0,   0, 
SH, 18, 2002030518,   , BEST,   0, 110S,  649E,  35, 1001, TS,  35, NEQ,    0,    0,    0,    0, 1008,  130,  40,   0,   0, 
SH, 18, 2002030600,   , BEST,   0, 112S,  641E,  40,  998, TS,  35, NEQ,    0,    0,    0,    0, 1008,  130,  35,   0,   0, 
SH, 18, 2002030606,   , BEST,   0, 114S,  631E,  45,  993, TS,  35, NEQ,   70,   70,   90,   70, 1006,  130,  30,   0,   0, 
SH, 18, 2002030612,   , BEST,   0, 116S,  619E,  45,  992, TS,  35, NEQ,   70,   90,   90,   70, 1006,  130,  30,   0,   0, 
SH, 18, 2002030618,   , BEST,   0, 116S,  607E,  55,  984, TS,  35, NEQ,   90,   90,   90,   90, 1006,  135,  30,   0,   0, 
SH, 18, 2002030700,   , BEST,   0, 115S,  596E,  60,  980, TS,  35, NEQ,   90,   90,   90,   90, 1006,  140,  30,   0,   0, 
SH, 18, 2002030706,   , BEST,   0, 113S,  585E,  65,  976, TY,  35, NEQ,   90,  120,  120,  105, 1006,  170,  25,   0,   0, 
SH, 18, 2002030712,   , BEST,   0, 113S,  574E,  75,  968, TY,  35, NEQ,   90,  130,  130,  105, 1006,  160,  30,   0,   0, 
SH, 18, 2002030718,   , BEST,   0, 114S,  563E,  90,  956, TY,  35, NEQ,   70,   55,   40,   45, 1004,  130,  10,   0,   0, 
SH, 18, 2002030800,   , BEST,   0, 114S,  552E, 105,  945, TY,  35, NEQ,   90,   90,   90,   90, 1004,  120,  10,   0,   0, 
SH, 18, 2002030806,   , BEST,   0, 113S,  542E, 125,  925, TY,  35, NEQ,   90,  105,  105,  105, 1003,  125,  10,   0,   0, 
SH, 18, 2002030812,   , BEST,   0, 113S,  535E, 125,  926, TY,  35, NEQ,  100,  130,  130,  120, 1003,  135,  10,   0,   0, 
SH, 18, 2002030818,   , BEST,   0, 114S,  528E, 115,  929, ST,  35, NEQ,  100,  130,  130,  120, 1004,  135,  15,   0,   0, 
SH, 18, 2002030900,   , BEST,   0, 118S,  526E, 110,  939, TY,  35, NEQ,  100,  120,  130,  130, 1004,  135,  25,   0,   0, 
SH, 18, 2002030906,   , BEST,   0, 124S,  523E, 110,  938, TY,  35, NEQ,  130,  130,  130,  130, 1004,  135,  20,   0,   0, 
SH, 18, 2002030912,   , BEST,   0, 132S,  517E, 120,  932, TY,  35, NEQ,  130,  130,  130,  130, 1004,  135,  20,   0,   0, 
SH, 18, 2002030918,   , BEST,   0, 140S,  512E, 140,  918, ST,  35, NEQ,  120,  120,  130,  130, 1004,  195,  20,   0,   0, 
SH, 18, 2002031000,   , BEST,   0, 147S,  508E, 145,  915, ST,  35, NEQ,  120,  120,  130,  130, 1004,  135,  20,   0,   0, 
SH, 18, 2002031006,   , BEST,   0, 154S,  505E, 130,  926, ST,  35, NEQ,  130,  130,  110,  110, 1003,  130,  20,   0,   0, 
SH, 18, 2002031012,   , BEST,   0, 161S,  504E, 115,  938, TY,  35, NEQ,  130,  130,  110,  110, 1003,  130,  20,   0,   0, 
SH, 18, 2002031018,   , BEST,   0, 169S,  504E, 105,  946, TY,  35, NEQ,  130,  130,  110,  110, 1003,  130,  20,   0,   0, 
SH, 18, 2002031100,   , BEST,   0, 182S,  506E,  95,  954, TY,  35, NEQ,  130,  130,  110,  110, 1003,  130,  20,   0,   0, 
SH, 18, 2002031106,   , BEST,   0, 194S,  510E,  95,  953, TY,  35, NEQ,  130,  130,  110,  110, 1003,  130,  20,   0,   0, 
SH, 18, 2002031112,   , BEST,   0, 208S,  515E, 100,  949, TY,  35, NEQ,  130,  130,  130,  100, 1003,  130,  20,   0,   0, 
SH, 18, 2002031118,   , BEST,   0, 223S,  522E, 100,  950, TY,  35, NEQ,  130,  140,  110,  110, 1003,  210,  20,   0,   0, 
SH, 18, 2002031200,   , BEST,   0, 235S,  530E,  95,  954, TY,  35, NEQ,  150,  150,  120,  110, 1003,  140,  20,   0,   0, 
SH, 18, 2002031206,   , BEST,   0, 249S,  537E,  90,  959, TY,  35, NEQ,  115,  190,  180,  100, 1003,  285,  20,   0,   0, 
SH, 18, 2002031212,   , BEST,   0, 263S,  545E,  85,  963, TY,  35, NEQ,  115,  190,  180,  100, 1003,  140,  20,   0,   0, 
SH, 18, 2002031218,   , BEST,   0, 274S,  552E,  75,  969, TY,  35, NEQ,  140,  190,  180,  100, 1002,  140,  30,   0,   0, 
SH, 18, 2002031300,   , BEST,   0, 282S,  558E,  65,  975, TY,  35, NEQ,  130,  180,  170,  100, 1002,  140,  35,   0,   0, 
SH, 18, 2002031306,   , BEST,   0, 290S,  564E,  60,  978, TS,  35, NEQ,  120,  175,  160,  120, 1002,  262,  35,   0,   0, 
SH, 18, 2002031312,   , BEST,   0, 296S,  569E,  55,  981, TS,  35, NEQ,  110,  165,  150,  110, 1002,  140,  20,   0,   0, 
SH, 18, 2002031318,   , BEST,   0, 301S,  577E,  50,  984, EX,  35, NEQ,  100,  155,  140,  100, 1002,  175,  20,   0,   0, 
SH, 18, 2002031400,   , BEST,   0, 304S,  587E,  50,  985, EX,  35, NEQ,   90,  135,  125,   90, 1002,  135,  20,   0,   0, 
