WPXX1984,             BREAKER,     XX,
19840607, 1800, , DB, 11.9N,  114.8E,   20, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840608, 0000, , DB, 12.1N,  114.2E,   25, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840608, 0600, , DB, 12.3N,  113.7E,   25, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840608, 1200, , TD, 12.6N,  113.3E,   30, 1003, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840608, 1800, , TS, 13.0N,  113.0E,   35,  999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840609, 0000, , TS, 13.4N,  112.7E,   40,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840609, 0600, , TS, 14.2N,  112.2E,   40,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840609, 1200, , TS, 14.9N,  111.9E,   40,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840609, 1800, , TS, 15.5N,  111.1E,   40,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840610, 0000, , TS, 15.9N,  109.9E,   35,  999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840610, 0600, , TD, 16.1N,  108.8E,   30, 1000, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840610, 1200, , TD, 16.2N,  108.2E,   30, 1001, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840610, 1800, , TD, 16.3N,  107.6E,   30, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840611, 0000, , DB, 16.4N,  107.1E,   25, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
WPXX1984,             BREAKER,     XX,
19840617, 1200, , DB, 20.4N,  136.8E,   25, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840617, 1800, , DB, 20.4N,  136.4E,   30, 1004, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840618, 0000, , TD, 20.5N,  135.8E,   30, 1003, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840618, 0600, , TD, 20.5N,  135.1E,   30, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840618, 1200, , TS, 20.6N,  134.6E,   35,  999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840618, 1800, , TS, 20.6N,  134.1E,   35,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840619, 0000, , TS, 20.8N,  133.4E,   40,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840619, 0600, , TS, 21.2N,  132.8E,   35, 1000, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840619, 1200, , TS, 21.3N,  132.2E,   40,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840619, 1800, , TS, 21.7N,  131.6E,   40,  996, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840620, 0000, , TS, 22.0N,  131.0E,   45,  992, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840620, 0600, , TS, 22.2N,  130.4E,   50,  989, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840620, 1200, , TS, 22.3N,  129.7E,   50,  988, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840620, 1800, , TS, 22.4N,  129.0E,   45,  991, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840621, 0000, , TS, 22.4N,  128.5E,   45,  990, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840621, 0600, , TS, 22.4N,  128.1E,   50,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840621, 1200, , TS, 22.4N,  127.8E,   50,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840621, 1800, , TS, 22.3N,  127.3E,   50,  986, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840622, 0000, , TS, 22.3N,  126.9E,   50,  986, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840622, 0600, , TS, 22.3N,  126.5E,   50,  986, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840622, 1200, , TS, 22.3N,  125.8E,   50,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
19840622, 1800, , TS, 22.2N,  125.0E,   50,  986, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
