20000413, 1200, , DB, 11.5S,   85.7E,   20, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000413, 1800, , DB, 11.3S,   85.1E,   20, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000414, 0000, , TD, 11.1S,   84.9E,   25, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000414, 0600, , TD, 11.0S,   84.7E,   25, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000414, 1200, , TD, 11.3S,   84.4E,   25, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000414, 1800, , TD, 12.2S,   84.1E,   30, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000415, 0000, , TS, 13.0S,   83.6E,   35, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000415, 0600, , TS, 14.0S,   82.3E,   40,  999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000415, 1200, , TS, 14.7S,   80.9E,   40,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000415, 1800, , TS, 15.0S,   80.1E,   45,  996, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000416, 0000, , TS, 15.3S,   79.2E,   45,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000416, 0600, , TS, 15.5S,   78.7E,   45,  996, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000416, 1200, , TS, 15.6S,   78.2E,   40,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000416, 1800, , TS, 15.7S,   77.7E,   35, 1000, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000417, 0000, , TS, 15.9S,   77.1E,   40,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000417, 0600, , TS, 16.2S,   76.5E,   45,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000417, 1200, , TS, 16.5S,   75.8E,   50,  991, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000417, 1800, , TS, 16.8S,   75.0E,   50,  992, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000418, 0000, , TS, 17.0S,   74.3E,   50,  993, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000418, 0600, , TS, 17.1S,   73.5E,   45,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000418, 1200, , TS, 17.3S,   72.7E,   40,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000418, 1800, , TS, 17.5S,   71.9E,   40,  999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000419, 0000, , TS, 17.8S,   71.0E,   35, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000419, 0600, , TD, 18.0S,   70.3E,   30, 1005, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000419, 1200, , TD, 18.3S,   69.5E,   25, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000419, 1800, , TD, 18.4S,   68.8E,   25, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000420, 0000, , TD, 18.4S,   68.1E,   25, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000420, 0600, , TD, 18.2S,   67.4E,   25, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000420, 1200, , DB, 18.0S,   66.7E,   25, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000420, 1800, , DB, 17.8S,   66.0E,   25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000421, 0000, , DB, 17.6S,   65.3E,   25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
