SH, 09, 2004020518,   , BEST,   0, 265S,  511E,  50,  986, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020600,   , BEST,   0, 265S,  516E,  50,  986, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020606,   , BEST,   0, 265S,  517E,  45,  987, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020612,   , BEST,   0, 264S,  518E,  45,  988, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020618,   , BEST,   0, 261S,  521E,  45,  989, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020700,   , BEST,   0, 257S,  522E,  45,  990, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020706,   , BEST,   0, 251S,  521E,  45,  991, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020712,   , BEST,   0, 258S,  526E,  45,  990, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020718,   , BEST,   0, 260S,  526E,  45,  989, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020800,   , BEST,   0, 262S,  527E,  40,  992, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020806,   , BEST,   0, 263S,  527E,  40,  991, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020812,   , BEST,   0, 263S,  530E,  45,  990, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020818,   , BEST,   0, 258S,  538E,  50,  988, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020900,   , BEST,   0, 257S,  540E,  45,  989, DB,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020906,   , BEST,   0, 255S,  543E,  45,  990, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020912,   , BEST,   0, 246S,  555E,  45,  991, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004020918,   , BEST,   0, 253S,  566E,  45,  992, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021000,   , BEST,   0, 262S,  571E,  45,  993, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021006,   , BEST,   0, 272S,  576E,  45,  993, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021012,   , BEST,   0, 272S,  579E,  40,  995, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021018,   , BEST,   0, 272S,  575E,  40,  996, TS,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021100,   , BEST,   0, 270S,  568E,  40,  994, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021106,   , BEST,   0, 273S,  556E,  45,  992, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021112,   , BEST,   0, 276S,  544E,  40,  993, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021118,   , BEST,   0, 282S,  536E,  40,  994, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021200,   , BEST,   0, 292S,  522E,  40,  995, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021206,   , BEST,   0, 312S,  497E,  40,  996, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021212,   , BEST,   0, 333S,  504E,  40,  997, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021218,   , BEST,   0, 349S,  526E,  35,  999, EX,   0,    ,    0,    0,    0,    0, 
SH, 09, 2004021300,   , BEST,   0, 364S,  546E,  35, 1000, EX,   0,    ,    0,    0,    0,    0, 
